,0,1,2,3,4,5,6,7,8,val
1262,O,X,X,O, ,X, , ,O,-0.8643827897310257
1263, ,X,X,O,O,X, , ,O,0.8433934816792608
1264, ,X,X,O, ,X,O, ,O,0.3982578125
1265,X,X,X,O,O,X, , ,O,0.999999997605432
1266, ,X,X,O,O,X,X, ,O,-0.9498425408226828
1267, ,X,X,O,O,X, ,X,O,-0.9127604886516928
1268,O,X,X,O,O,X,X, ,O,-0.9999998208122883
1269, ,X,X,O,O,X,X,O,O,0.9483053836201322
1270,X,X,X,O,O,X,X,O,O,0.9999999999999998
1271,O, ,X, , ,X,O, , ,0.8763513083457946
1272, ,O,X, , ,X,O, , ,0.887667888334021
1273, , ,X, ,O,X,O, , ,0.9283864252560765
1274, , ,X, , ,X,O,O, ,0.35942767578124996
1275,X, ,X,O, ,X,O, , ,0.16921875
1276, ,X,X,O, ,X,O, , ,0.0
1277, , ,X,O, ,X,O,X, ,-0.54921875
1278, , ,X,O, ,X,O, ,X,0.9999995752587576
1279,O,X, ,O,O,X, , ,X,0.927956704258533
1280,O,X, , ,O,X,O, ,X,0.78092041015625
1281,O,X, , ,O,X, ,O,X,0.9098766207695007
1282,O,X,X, ,O,X, ,O,X,0.9999998208122883
1283,O,X, ,X,O,X, ,O,X,5.537078914445591e-20
1284,O,X, , ,O,X,X,O,X,1.7465116320722203e-29
1285,O,X,O,X,O,X, ,O,X,0.0
1286,O,X, ,X,O,X,O,O,X,0.9446441753920226
1287,O,X,O,X,O,X,X,O,X,0.0
1288,O,X, , ,O,X, , ,X,0.24286783497195488
1289,X,X,O, ,O,X,O, , ,-0.9999999999996793
1290,X,X, , ,O,X,O,O, ,0.41411516361171374
1291,X,X, , ,O,X,O, ,O,0.7449909973144531
1292,X,X, , ,O,X,O, , ,-0.896502161026001
1293,X,X, ,X,O,X, ,O,O,-0.724560546875
1294,X, ,X,X,O,X, ,O,O,-0.8231903076171875
1295,X, , ,X,O,X,X,O,O,0.9998660634323725
1296,X,X, ,X,O,X,O,O,O,-0.9998660634323725
1297,O, ,X, ,O,X,X, ,O,-0.999999986545747
1298,X,O, , ,O, ,X, , ,0.9460519879630295
1299,X, , , ,O,O,X, , ,0.949827720001211
1300,X,X,X, ,O,O,X,O, ,0.999247456541835
1301,X, ,X,X,O,O,X,O, ,0.9995766943047821
1302,X,O,X, ,O,O,X,O,X,-0.9249153137207031
1303,X, ,X,O,O,O,X,O,X,-0.578125
1304,X, ,X, ,O,O,X,O, ,0.45403320312499995
1305,X, , ,X,O, ,O, ,X,-0.9495577791686697
1306, , ,X,X,O, ,O, ,X,3.696372535275625e-08
1307, , , ,X,O,X,O, ,X,-0.9274305991828442
1308, , , ,X,O, ,O,X,X,-0.9483439817454807
1309,O, ,X,X,O, ,O, ,X,0.9361510132819266
1310, ,O,X,X,O, ,O, ,X,0.9304176955964534
1311, , ,X,X,O,O,O, ,X,2.8805824545356396e-08
1312, , ,X,X,O, ,O,O,X,0.74541818340437
1313,O,X,X,X,O, ,O, ,X,0.16921875000017153
1314,O, ,X,X,O,X,O, ,X,0.9999994336783435
1315,O, ,X,X,O, ,O,X,X,0.007146986573570462
1316,O,O,X,X,O, ,O,X,X,0.9499999772772614
1317,O, ,X,X,O,O,O,X,X,0.0
1318,O,O,X,X,O,X,O,X,X,0.9999999998651535
1319,O, , , , , ,O,X,X,-0.7452355999158722
1320, ,O, , , , ,O,X,X,-0.004032745376364645
1321, , ,O, , , ,O,X,X,0.7961464703252804
1322, , , ,O, , ,O,X,X,0.19344523437499997
1323, , , , ,O, ,O,X,X,-0.2036265625021274
1324, , , , , ,O,O,X,X,0.3110449992675334
1325,X,O, , , , ,O,X,X,0.15158654600145152
1326, ,O,X, , , ,O,X,X,0.0016116856201845967
1327, ,O, ,X, , ,O,X,X,-0.4040426784515381
1328, ,O, , , ,X,O,X,X,-0.09628723144531245
1329,X,O, , ,O,X,O,X,X,-0.9292602407544579
1330, ,O,X, ,O,X,O,X,X,0.9999999992423437
1331, ,O, ,X,O,X,O,X,X,-0.6994416575855575
1332,X,O,O, ,O,X,O,X,X,-0.9999434955105322
1333,X,O, ,O,O,X,O,X,X,0.9494638127860575
1334,X,O,X,O,O,X,O,X,X,0.9999999999999998
1335, ,O, , ,O,X,O,X,X,0.8928492617085576
1336,O,X, , , , , , ,X,-0.10490891360880629
1337,O, ,X, , , , , ,X,0.7700826783554797
1338,O, , ,X, , , , ,X,-0.1124536580199555
1339,O, , , , , ,X, ,X,0.4413740641423393
1340,O,X, , , ,X,O, ,X,-0.8346824359893799
1341,O, ,X, , ,X,O, ,X,0.9999576216328991
1342,O, , ,X, ,X,O, ,X,0.900944196532186
1343,O, , , ,X,X,O, ,X,-0.9387398542636074
1344,O,O,X, , ,X,O,X,X,0.86651611328125
1345,O,O, , , ,X,O,X,X,0.2375
1346, , ,O, , , , ,X, ,0.7762780784977642
1347, , , ,O, , , ,X, ,0.7457387975508838
1348, , , , ,O, , ,X, ,-0.18377297253566985
1349, , , , , ,O, ,X, ,0.7696396676114001
1350, , , , , , ,O,X, ,0.24251723254196228
1351, , , , , , , ,X,O,0.21434374981545556
1352,O,O, , , , ,X,X, ,0.8641034387971905
1353,O, ,O, , , ,X,X, ,0.8586492290403607
1354,O, , ,O, , ,X,X, ,0.8537497762184753
1355,O, , , ,O, ,X,X, ,0.9497729890765462
1356,O, , , , ,O,X,X, ,0.9186736716657877
1357,O,O, ,O,X, ,X,X, ,0.9330729493871331
1358,O, ,O,O,X, ,X,X, ,0.9330729493871331
1359,O, , ,O,X,O,X,X, ,0.9373047120403498
1360,O, , ,O,X, ,X,X,O,0.9428589005226968
1361,O,X, ,O,X, ,X,X,O,0.7626953125
1362,O, ,X,O,X, ,X,X,O,0.9999682162246744
1363,O, , ,O,X,X,X,X,O,0.7820307922363281
1364,O, , ,O,X, ,X,X, ,0.9024713151427686
1365, ,X, , , ,O, , ,X,0.08201677952221864
1366, , ,X, , ,O, , ,X,-0.11858505980165301
1367, , , ,X, ,O, , ,X,-0.025552177257459882
1368, , , , , ,O, ,X,X,0.3462119358299286
1369,X,X, , ,O,O, , ,X,-0.8885002059332769
1370,X, ,X, ,O,O, , ,X,-0.9480282465868337
1371,X, , ,X,O,O, , ,X,-5.103828287890389e-05
1372,X, , , ,O,O, ,X,X,-0.9402926658714825
1373,X,X,O, ,O,O,X, ,X,-0.8795256145702502
1374,X, ,O,X,O,O,X, ,X,0.9999899434148384
1375,X, ,O, ,O,O,X,X,X,0.9866365389898419
1376, ,X,O, , , , , ,X,-0.21337760265203268
1377, , ,O,X, , , , ,X,-0.028074378903191644
1378, , ,O, ,X, , , ,X,0.22564973888419537
1379, , ,O, , , ,X, ,X,-0.12230357088169119
1380, , ,O, , , , ,X,X,0.7563977722664161
1381,X, ,O, , , ,O, ,X,0.8446624606486832
1382,X, ,O, , , , ,O,X,0.8229504764874467
1383,X,X,O, , ,O, , ,X,-0.5552755859777331
1384,X, ,O,X, ,O, , ,X,0.8691323860401055
1385,X, ,O, ,X,O, , ,X,0.9999943431708466
1386,X, ,O, , ,O,X, ,X,0.0
1387,X, ,O, , ,O, ,X,X,0.5217578125
1388,X,X,O,O, ,O, , ,X,-0.04749999999999999
1389,X,X,O, ,O,O, , ,X,-0.4170992766302529
1390,X,X,O, , ,O,O, ,X,0.08609374999999997
1391,X,X,O, , ,O, ,O,X,0.8062471237182617
1392,X,X,O,O,X,O, , ,X,0.9762427359819412
1393,X,X,O,O, ,O,X, ,X,-0.54921875
1394,X,X,O,O, ,O, ,X,X,-0.2375
1395,O,X,O, , , , , ,X,0.7127172015767171
1396, ,X,O,O, , , , ,X,0.796913958699726
1397, ,X,O, ,O, , , ,X,-0.22561884897747164
1398, ,X,O, , ,O, , ,X,0.651489757957384
1399, ,X,O, , , , ,O,X,0.34335011566873924
1400,X,X,O, , , ,O, ,X,-0.8231903076171875
1401, ,X,O,X, , ,O, ,X,-0.1507513854980469
1402, ,X,O, ,X, ,O, ,X,0.8517636072305836
1403, ,X,O, , ,X,O, ,X,-0.2868103576660156
1404, ,X,O, , , ,O,X,X,-0.4567259521484375
1405, ,X,O,O,X, ,O, ,X,0.9098766207695007
1406, ,X,O, ,X,O,O, ,X,0.8769060262184752
1407, ,X,O, ,X, ,O,O,X,0.9394858800569559
1408,X,X,O,X,X,O,O,O,X,0.9999999989897916
1409, ,X,O,X,X,O,O,O,X,0.9499996973718647
1410, ,X,O,X,X,O,O, ,X,0.9023791222477162
1411, ,X, , ,O, , , ,X,-0.21418916214674585
1412, , , , ,O, ,X, ,X,-0.3060793977979952
1413, , , , ,O, , ,X,X,-0.1934452342483061
1414,O, ,X, ,O, , , ,X,0.9398802541105651
1415, ,O,X, ,O, , , ,X,0.5894182146034266
1416, , ,X,O,O, , , ,X,0.8664740127279065
1417, , ,X, ,O,O, , ,X,-0.22563215265662262
1418, , ,X, ,O, ,O, ,X,0.9499742440717379
1419,O,X,X, ,O, , , ,X,-0.21434374999999997
1420,O, ,X,X,O, , , ,X,0.2256254977224228
1421,O, ,X, ,O,X, , ,X,0.9999999999999982
1422,O, ,X, ,O, ,X, ,X,0.9024999667539685
1423,O, ,X, ,O, , ,X,X,0.9018415269141531
1424,O,X,X,X,O, , ,O,X,0.22562500000000965
1425,O, ,X,X,O,X, ,O,X,0.999247456541835
1426,O, ,X,X,O, ,X,O,X,-0.9423591241856331
1427,O,X,X,X,O,O, ,O,X,0.0
1428,O,X,X,X,O, ,O,O,X,0.9499999999871751
1429,O,X,X,X,O,O,X,O,X,0.0
1430,O, ,X,X,O, , ,O,X,0.6473011255663748
1431, ,O, , ,O,X, , ,X,0.9467686536352602
1432, , , ,O,O,X, , ,X,0.9494341714190242
1433,X,X,O, ,O,X, ,O,X,-0.9062737915876135
1434, ,X,O,X,O,X, ,O,X,-0.9453973382275194
1435, ,X,O, ,O,X,X,O,X,0.0
1436, ,X,O,X,O,X,O,O,X,-0.9986621449632622
1437,O, , ,X,O, , , ,X,0.21435988201245668
1438, ,O, ,X,O, , , ,X,0.21443966066946954
1439, , ,O,X,O, , , ,X,0.8550082818572329
1440, , , ,X,O,O, , ,X,0.8473777255784345
1441, , , ,X,O, , ,O,X,0.19344523437499273
1442,X,O,O,X,O, ,X, ,X,0.9577648639678955
1443, ,O,O,X,O, ,X,X,X,0.99982141790983
1444,O,O,O,X,O,X,X, ,X,-0.9999246606807095
1445, ,O,O,X,O, ,X, ,X,0.9216027420219689
1446, ,O, ,X,O, ,X, ,X,-0.7664495749473571
1447, ,X, ,O, , , ,X, ,-0.590418900987549
1448, , , ,O, ,X, ,X, ,-0.14508386091480063
1449, , , ,O, , ,X,X, ,0.8148431781984005
1450, , , ,O, , , ,X,X,0.21388290503746274
1451,O, ,X,O, , , ,X, ,0.32909521484374993
1452, ,O,X,O, , , ,X, ,0.5923271265411376
1453, , ,X,O,O, , ,X, ,-0.27328947152651256
1454, , ,X,O, ,O, ,X, ,0.3847494429063796
1455, , ,X,O, , ,O,X, ,0.43519274254322043
1456, , ,X,O, , , ,X,O,0.520994727938899
1457,X, ,X,O,O, , ,X, ,-0.9451978273555665
1458, ,X,X,O,O, , ,X, ,-0.8754849870037287
1459, , ,X,O,O,X, ,X, ,-0.06686569222858986
1460, , ,X,O,O, ,X,X, ,-0.9451268263440646
1461, , ,X,O,O, , ,X,X,-0.5710687155723572
1462,X,X,X,O,O, ,O,X, ,0.9982161932843496
1463,X, ,X,O,O,X,O,X, ,0.9024490046982552
1464,X, ,X,O,O, ,O,X,X,-0.54921875
1465,X,O,X,O,O,X,O,X, ,0.9499999999996953
1466,X, ,X,O,O,X,O,X,O,0.9499999999772002
1467,X, ,X,O,O, ,O,X, ,0.943362508575128
1468, ,X,O, , , , ,X, ,-0.6767936642925825
1469, , ,O,X, , , ,X, ,-0.46262174269787204
1470, , ,O, , , ,X,X, ,-0.11921847304032296
1471,X, ,O,O,X, , ,X, ,0.7394679620581023
1472, ,X,O,O,X, , ,X, ,0.9999761621685057
1473, , ,O,O,X,X, ,X, ,-0.046265543019998065
1474, , ,O,O,X, ,X,X, ,0.6477497234472835
1475, , ,O,O,X, , ,X,X,0.0648671875
1476,X,O,O,O,X, , ,X, ,0.9187874851835659
1477,X, ,O,O,X,O, ,X, ,0.9098766207695007
1478,X, ,O,O,X, ,O,X, ,0.9406729560229723
1479,X, ,O,O,X, , ,X,O,0.7083570861816406
1480,X,X,O,O,X,O, ,X, ,0.99982141790983
1481,X, ,O,O,X,O,X,X, ,-0.41562499999999997
1482,X, ,O,O,X,O, ,X,X,0.822021484375
1483, ,X, , , ,O, ,X, ,-0.12585465920639038
1484, , ,X, , ,O, ,X, ,0.031624687779041816
1485, , , ,X, ,O, ,X, ,-0.038499768877141696
1486, ,X,O, , ,O, ,X,X,0.790689516544342
1487, , ,O,X, ,O, ,X,X,0.15740869140625
1488, , ,O, ,X,O, ,X,X,0.9014097226633153
1489, , ,O, , ,O,X,X,X,0.86651611328125
1490, ,X,O,X, ,O,O,X,X,-0.2375
1491, ,X,O, , ,O,O,X,X,0.4756378173828124
1492, , ,O, , ,O, ,X,X,0.8694857673850085
1493,O, , , ,O,X, ,X, ,0.7358839545489793
1494, , ,O, ,O,X, ,X, ,-0.23628095557353462
1495, , , ,O,O,X, ,X, ,0.7853440526006016
1496, , , , ,O,X, ,X,O,-0.225625
1497,O,O, ,X,O,X, ,X, ,-0.5217578125
1498, ,O, ,X,O,X,O,X, ,-0.1269140625
1499, ,O, ,X,O,X, ,X,O,-0.17202181458591592
1500,X,O,O,X,O,X,O,X, ,-0.999247456541835
1501, ,X,O, ,X,X, , ,O,0.7843361252963542
1502, , ,O,X,X,X, , ,O,0.9999999997602729
1503, , ,O, ,X,X,X, ,O,0.22564619584436266
1504, , ,O, ,X,X, ,X,O,0.6916832250589218
1505,X,O,O, ,X,X,X, ,O,0.023541982713984458
1506,X,O,X,O, ,O, ,X, ,0.21434374999999997
1507,X, ,X,O,O,O, ,X, ,-0.9999998992069122
1508,X, ,X,O, ,O,O,X, ,0.5860961914062499
1509,X, ,X,O, ,O, ,X,O,0.7098237496316432
1510,X,O,X,O,X,O, ,X, ,0.5217578125
1511,X,O,X,O, ,O,X,X, ,-0.45403320312499995
1512,X,O,X,O, ,O, ,X,X,-0.41562499999999997
1513,X,O,X,O,O,O,X,X, ,-0.9999995752587576
1514,X,O,X,O, ,O,X,X,O,0.896502161026001
1515,X,O,X,O,X,O,X,X,O,0.9999989932059441
1516,X, ,X,O, ,O, ,X, ,-0.4459466064453125
1517,O, , , , ,O,X, ,X,0.878669548034668
1518, ,O, , , ,O,X, ,X,0.8553358116228923
1519, , ,O, , ,O,X, ,X,0.8672676254571415
1520, , , ,O, ,O,X, ,X,0.8701673530944934
1521, , , , ,O,O,X, ,X,0.9481763969234692
1522, , , , , ,O,X,O,X,0.802992350113064
1523, ,X, ,O, ,O,X, ,X,-0.30108505859375
1524, , ,X,O, ,O,X, ,X,-0.63964501953125
1525, , , ,O, ,O,X,X,X,0.9999982101439007
1526,X,O, ,O, ,O,X, ,X,0.9263021291419864
1527,X, , ,O, ,O,X,O,X,0.2375
1528,O, ,O,X,X, , ,X,O,0.6710186767578125
1529, ,O,O,X,X, , ,X,O,0.46405273437499994
1530, , ,O,X,X,O, ,X,O,-0.9999434955105322
1531, , ,O,X,X, ,O,X,O,0.896502161026001
1532, ,O,O,X,X,X, ,X,O,0.9999682162246744
1533, ,O,O,X,X, ,X,X,O,-0.9459831315440169
1534, , ,O,X,X, , ,X,O,-0.8129726679944432
1535, ,X, , , , ,O,X, ,-0.761930268001151
1536, , ,X, , , ,O,X, ,-0.1986483901612902
1537, , , ,X, , ,O,X, ,-0.12469631432366596
1538, , , , ,X, ,O,X, ,-0.1258543565841725
1539,O, ,O, , ,X,O,X,X,0.0
1540,O, , ,O, ,X,O,X,X,-0.9866365389898419
1541,O, , , ,O,X,O,X,X,0.7930730056762695
1542,O, ,X, , ,O, ,X, ,0.29595345825195307
1543, ,O,X, , ,O, ,X, ,0.6557915321922301
1544, , ,X, ,O,O, ,X, ,0.18391593047956992
1545, , ,X, , ,O,O,X, ,0.377892365814731
1546, , ,X, , ,O, ,X,O,0.7625772627696394
1547,O,X,X, , ,O, ,X, ,-0.21434374999999997
1548,O, ,X,X, ,O, ,X, ,0.00021060420430730857
1549,O, ,X, , ,O,X,X, ,0.225625
1550,O, ,X, , ,O, ,X,X,0.08090771484374998
1551,O,O,X,X, ,O, ,X, ,0.21434374999999997
1552,O, ,X,X,O,O, ,X, ,0.2210939676498956
1553,O, ,X,X, ,O,O,X, ,0.38717201241850846
1554,O, ,X,X, ,O, ,X,O,0.37510156249999993
1555,O,X,X,X, ,O, ,X,O,0.0
1556,O, ,X,X,X,O, ,X,O,0.8974119666224214
1557,O, ,X,X, ,O,X,X,O,-0.2887109375
1558,O,O,X,X, ,O,X,X,O,0.54921875
1559,O, ,X,X,O,O,X,X,O,-0.9999821216263793
1560,O,O,X,X,X,O,X,X,O,0.9999434955105322
1561,X,O, , , , ,O,X, ,0.1913035419686263
1562,X, ,O, , , ,O,X, ,0.8459175026164156
1563,X, , ,O, , ,O,X, ,0.7525126112512417
1564,X, , , ,O, ,O,X, ,0.0002864500687599692
1565,X, , , , ,O,O,X, ,0.8285290706111298
1566,X, , , , , ,O,X,O,0.6765076402920986
1567,X,X, , , , ,O,X,O,0.751203424902726
1568,X, ,X, , , ,O,X,O,0.03488927017883725
1569,X, , ,X, , ,O,X,O,-0.7318423208475111
1570,X, , , ,X, ,O,X,O,2.2835056147691715e-05
1571,X, , , , ,X,O,X,O,-0.006797521163561098
1572,X,O, ,X, , ,O,X,O,2.3174168231364754e-06
1573,X, ,O,X, , ,O,X,O,-0.9012925858293441
1574,X, , ,X,O, ,O,X,O,4.981714689688812e-06
1575,X, , ,X, ,O,O,X,O,0.21434374999999997
1576,X,O,X,X,O, ,O,X,O,0.0
1577,X,O,X,X, , ,O,X,O,0.0
1578,O,O,X, ,X, ,O,X, ,-0.00040067535597185054
1579, ,O,X,O,X, ,O,X, ,0.09042626953124999
1580, ,O,X, ,X,O,O,X, ,0.16754744057916104
1581, ,O,X, ,X, ,O,X,O,1.2290376212137362e-18
1582,X,O,X, ,X,O,O,X, ,0.005787652152787384
1583, ,O,X,X,X,O,O,X, ,0.0
1584, ,O,X, ,X,O,O,X,X,7.647138710305265e-05
1585,O,O,X,X,X,O,O,X, ,0.0
1586, ,O,X,X,X,O,O,X,O,0.0
1587,X,O,X,X,X,O,O,X,O,0.0
1588, ,O,X, ,X, ,O,X, ,-0.021422202415869812
1589, ,O, , ,X, ,O,X, ,-0.1324792748924271
1590,O, , , ,X, ,O,X, ,0.6076137439865024
1591, , , ,O,X, ,O,X, ,0.9382400886983567
1592, , , , ,X,O,O,X, ,0.9075804985539258
1593, , , , ,X, ,O,X,O,0.9499551306062786
1594,X,O, , ,X, ,O,X, ,3.053136390967277e-09
1595, ,O, ,X,X, ,O,X, ,0.02840793131276968
1596,O,O, ,X,X, ,O,X, ,0.9488654861960086
1597, ,O,O,X,X, ,O,X, ,0.9447422430444363
1598, ,O, ,X,X,O,O,X, ,0.009052853642157703
1599, ,O, ,X,X, ,O,X,O,0.9043664238395994
1600, ,O,O,X,X,X,O,X, ,0.9957717174147547
1601,O,O, , ,X, , ,X, ,-0.1875677259618147
1602, ,O, ,O,X, , ,X, ,0.8490020927256828
1603, ,O, , ,X,O, ,X, ,0.8392582736321772
1604, ,O, , ,X, , ,X,O,0.1205683684893429
1605,X,O,O, ,X, , ,X, ,0.030115216160135447
1606, ,O,O,X,X, , ,X, ,-0.87226043523422
1607, ,O,O, ,X, ,X,X, ,-0.9424181607893319
1608, ,O,O, ,X, , ,X,X,-0.7754253234863281
1609,X,O,O,X,X,O, ,X, ,-0.724560546875
1610,X,O,O, ,X,O,X,X, ,-0.8231903076171875
1611,X,O,O, ,X,O, ,X,X,0.9986621449632622
1612,X,O,O,X,X,O,O,X, ,0.9499999977251603
1613,X,O,O, ,X,O, ,X, ,0.8792256171691377
1614,O,X,X,O,O, , , ,X,0.9238533754097447
1615,O,X,X, ,O,O, , ,X,-0.225625
1616,O,X,X, ,O, ,O, ,X,0.9234889840882807
1617,O,X,X, ,O, , ,O,X,0.8487820433254616
1618,O,X,X, ,O, ,X,O,X,7.747307488594485e-06
1619,O,X,X, ,O,O,X,O,X,0.0
1620,O, , , ,O, ,X, ,X,0.949824114074024
1621, ,O, , ,O, ,X, ,X,0.8826059852753723
1622, , ,O, ,O, ,X, ,X,0.8150285600615385
1623, , , ,O,O, ,X, ,X,0.949803112959565
1624, , , , ,O, ,X,O,X,-0.32250658841632596
1625, ,O,X, ,O, ,X, ,X,-0.43067929260878013
1626, ,O, , ,O,X,X, ,X,-0.8379601110365184
1627, ,O, , ,O, ,X,X,X,0.9999999999999238
1628,O,O, , ,O,X,X, ,X,0.9003473182022571
1629, ,O, ,O,O,X,X, ,X,0.9303590147545696
1630, ,O, , ,O,X,X,O,X,-0.9999999999431117
1631, ,X, ,O, , , , ,X,0.104374770400251
1632, , , ,O, ,X, , ,X,-0.04107895163506615
1633, , , ,O, , ,X, ,X,0.814696878413232
1634,X,X,O,O, , , , ,X,-0.4956699218749999
1635,X, ,O,O,X, , , ,X,0.578125
1636,X, ,O,O, , , ,X,X,-0.045125
1637,X, ,O,O,X,O,X, ,X,0.9577648639678955
1638,X, ,O,O, ,O,X,X,X,0.999995757378135
1639,X,X,O,O,O,O,X, ,X,-0.9999999999898751
1640,X,X,O,O, ,O,X,O,X,0.6494140625
1641,X, ,X,O, , , ,X,O,0.3346989181495679
1642, ,X,X,O, , , ,X,O,-0.16569335937499996
1643, , ,X,O,X, , ,X,O,0.5283761825561524
1644, , ,X,O, , ,X,X,O,-0.3994598083496093
1645,O,X,X,O,X, , ,X,O,0.4375
1646,O, ,X,O,X,X, ,X,O,-0.6494140625
1647,O, ,X,O,X, , ,X,O,0.8965394256797663
1648, ,O,O, , , ,X,X, ,0.78092041015625
1649, ,O, ,O, , ,X,X, ,0.8538453781162916
1650, ,O, , ,O, ,X,X, ,0.9496138927042966
1651, ,O, , , ,O,X,X, ,0.6539158935546874
1652,O,O, ,X, , ,X,X,O,-0.3087801513671875
1653, ,O,O,X, , ,X,X,O,0.2375
1654, ,O, ,X,O, ,X,X,O,0.7687678146362305
1655, ,O, ,X, ,O,X,X,O,0.201875
1656,X,O, ,X, ,O,X,X,O,0.9577648639678955
1657, ,O,X,X, ,O,X,X,O,0.0
1658, ,O, ,X,X,O,X,X,O,-0.8323047542572021
1659,X, , ,O, ,X, ,X,O,0.0
1660, , , ,O,X,X, ,X,O,0.16921875
1661, , , ,O, ,X,X,X,O,-0.028588958224596117
1662,O, , ,O,X,X, ,X,O,0.9491545354899238
1663, ,O, ,O,X,X, ,X,O,0.230437683224678
1664, , ,O,O,X,X, ,X,O,0.9491961909623625
1665, , , ,O,X,X,O,X,O,0.8949553247066958
1666,X, ,O,O,X,X, ,X,O,1.7347258077013585e-23
1667, ,X,O,O,X,X, ,X,O,0.9999999998651535
1668, , ,O,O,X,X,X,X,O,4.572913323276102e-53
1669, , , ,O, ,X, ,X,O,0.21434374999999997
1670, , ,O, ,O, ,X,X, ,0.9456527305833761
1671, , , ,O,O, ,X,X, ,0.8977285382990101
1672, , , , ,O,O,X,X, ,0.9145224964947851
1673,X,O, , ,O, ,X,X, ,0.8576510095303208
1674, ,O,X, ,O, ,X,X, ,0.5215234867531192
1675, ,O, ,X,O, ,X,X, ,0.7976618631179444
1676,X,O,O, ,O, ,X,X, ,0.9259210103582589
1677,X,O, ,O,O, ,X,X, ,0.8632120113812436
1678,X,O, , ,O,O,X,X, ,0.9199074655771255
1679,X,O, , ,O, ,X,X,O,0.8748364132224565
1680,X,O,X, ,O, ,X,X,O,4.740534762664018e-06
1681,X,O, ,X,O, ,X,X,O,0.999999968108437
1682, , , , ,O, ,X,X, ,-0.25187008574390213
1683, ,X, ,X, , ,O, , ,-0.7821236318669097
1684, , ,X,X, , ,O, , ,-0.08163756469765727
1685, , , ,X,X, ,O, , ,-0.18793175642915363
1686,O,O,X,X, , ,O, ,X,0.6494140625
1687, ,O,X,X, ,O,O, ,X,0.000679729459035883
1688, ,O,X,X, , ,O,O,X,0.27783731079101553
1689, ,O,X,X,O,X,O, ,X,0.999247456541835
1690, ,O,X,X,O, ,O,X,X,1.2839516655147285e-11
1691, ,O,X,X,O,O,O,X,X,0.0
1692, ,O,X,X, , ,O, ,X,0.0
1693, ,X,X, , ,O, , , ,0.08916679812984785
1694, ,X, ,X, ,O, , , ,-0.07100194548339325
1695,O,X,X, , ,O, , , ,0.2893641292557606
1696, ,X,X,O, ,O, , , ,0.17652001953124996
1697, ,X,X, ,O,O, , , ,0.838727989044662
1698, ,X,X, , ,O,O, , ,0.5215932846069335
1699, ,X,X, , ,O, ,O, ,0.7275834316253662
1700,X,X,X, ,X,O,O, ,O,0.9999246606807095
1701, ,X,X, ,X,O,O, ,O,0.8231903076171875
1702,O,O,X,X, , , ,X,O,0.24818749999999998
1703, ,O,X,X,O, , ,X,O,-1.729785517762598e-19
1704, ,O,X,X, ,O, ,X,O,0.0
1705, ,O,X,X, , ,O,X,O,0.0011058868871321105
1706,X,O,X,X, ,O,O,X,O,0.0
1707, ,O,X,X, , , ,X,O,0.08590495605468748
1708,O,O, ,O, ,X,X,X, ,0.6494140625
1709, ,O, ,O,O,X,X,X, ,0.8802807586042345
1710,X,O,O,O,O,X,X,X, ,0.9499999997722591
1711,X,O, ,O,O,X,X,X, ,0.22565521943807093
1712, ,O, ,O, ,X,X,X, ,0.0005329158152674041
1713, , , ,X, , , ,X,O,-0.6935592310075365
1714,O, , , , ,X, ,X,O,0.7209280145433544
1715, , ,O, , ,X, ,X,O,0.606091334754677
1716,X, ,O, , ,X, ,X,O,2.057546862585564e-05
1717, ,X,O, , ,X, ,X,O,-0.21434374999999997
1718, , ,O,X, ,X, ,X,O,-0.8168244121366752
1719, , ,O, , ,X,X,X,O,0.11188766594612637
1720,O, ,O,X, ,X, ,X,O,0.41562499999999997
1721, ,O,O,X, ,X, ,X,O,0.78092041015625
1722, , ,O,X,O,X, ,X,O,-0.8830669071478934
1723, , ,O,X, ,X,O,X,O,0.37510156249999993
1724, ,X,O,X, ,X,O,X,O,-0.06828124999999999
1725, , ,O,X,X,X,O,X,O,0.0
1726,X,O,O,X, ,X,O,X,O,0.2375
1727,X, ,O,X,O,X,O,X,O,-0.999999957477916
1728, ,X,O,X, , , , , ,-0.5348719153827313
1729, ,X,O, ,X, , , , ,1.534314500898327e-05
1730, ,X,O, , , ,X, , ,-0.4205194216919398
1731,O,X,O,X, , , , ,X,-0.07365129414708294
1732,O,X,O, ,X, , , ,X,3.661875129567501e-05
1733,O,X,O, , ,X, , ,X,-0.7643878302574157
1734,O,X,O, , , ,X, ,X,0.225625
1735,O,X,O, , , , ,X,X,0.7534193553924561
1736,O,X,O, ,X,O, , ,X,0.8671570233542326
1737,O,X,O, ,X, , ,O,X,3.8399342397423846e-05
1738,O,X,O,O,X,X, , ,X,-0.9404785340302624
1739,O,X,O,O,X, ,X, ,X,0.0
1740,O,X,O,O,X, , ,X,X,0.9989966087224467
1741,O,X,O,O,X,X,O, ,X,-0.9996825207285867
1742,X,O,O,O,X,X,X,X,O,0.0
1743,X,O, , ,O, , ,X, ,0.8034512466481891
1744,X, ,O, ,O, , ,X, ,0.7224334066715612
1745,X, , ,O,O, , ,X, ,-0.23509469413029765
1746,X, , , ,O,O, ,X, ,0.22495390221043948
1747,X, , , ,O, , ,X,O,0.22559125552111353
1748,X,X, ,O,O, , ,X, ,-0.931658841239908
1749,X, , ,O,O,X, ,X, ,-0.00021632806750021753
